state,county,subtype,category
kentucky,larue,milk,county_by_farmsize
kentucky,laurel,other,county_by_farmsize
kentucky,laurel,beef,county_by_farmsize
kentucky,leslie,beef,county_by_farmsize
kentucky,leslie,other,county_by_farmsize
kentucky,letcher,milk,county_by_farmsize
kentucky,letcher,beef,county_by_farmsize
kentucky,livingston,beef,county_by_farmsize
kentucky,livingston,other,county_by_farmsize
kentucky,logan,milk,county_by_farmsize
kentucky,lyon,beef,county_by_farmsize
kentucky,lyon,milk,county_by_farmsize
kentucky,madison,beef,county_by_farmsize
kentucky,madison,milk,county_by_farmsize
kentucky,magoffin,milk,county_by_farmsize
kentucky,magoffin,other,county_by_farmsize
kentucky,magoffin,beef,county_by_farmsize
kentucky,marion,milk,county_by_farmsize
kentucky,marshall,milk,county_by_farmsize
kentucky,marshall,all,county_by_farmsize
kentucky,marshall,other,county_by_farmsize
kentucky,marshall,beef,county_by_farmsize
kentucky,martin,beef,county_by_farmsize
kentucky,martin,other,county_by_farmsize
kentucky,martin,all,county_by_farmsize
kentucky,mason,beef,county_by_farmsize
kentucky,mason,milk,county_by_farmsize
kentucky,mccracken,beef,county_by_farmsize
kentucky,mclean,beef,county_by_farmsize
kentucky,mclean,other,county_by_farmsize
kentucky,mclean,all,county_by_farmsize
kentucky,meade,beef,county_by_farmsize
kentucky,meade,all,county_by_farmsize
kentucky,meade,other,county_by_farmsize
kentucky,menifee,beef,county_by_farmsize
kentucky,menifee,all,county_by_farmsize
kentucky,menifee,other,county_by_farmsize
kentucky,mercer,beef,county_by_farmsize
kentucky,metcalfe,milk,county_by_farmsize
kentucky,monroe,milk,county_by_farmsize
kentucky,monroe,beef,county_by_farmsize
kentucky,montgomery,milk,county_by_farmsize
kentucky,montgomery,other,county_by_farmsize
kentucky,montgomery,beef,county_by_farmsize
kentucky,morgan,milk,county_by_farmsize
kentucky,muhlenberg,all,county_by_farmsize
kentucky,muhlenberg,other,county_by_farmsize
kentucky,muhlenberg,milk,county_by_farmsize
kentucky,muhlenberg,beef,county_by_farmsize
kentucky,nelson,milk,county_by_farmsize
kentucky,nelson,beef,county_by_farmsize
kentucky,nicholas,milk,county_by_farmsize
kentucky,ohio,beef,county_by_farmsize
kentucky,ohio,other,county_by_farmsize
kentucky,ohio,all,county_by_farmsize
kentucky,oldham,milk,county_by_farmsize
kentucky,oldham,other,county_by_farmsize
kentucky,oldham,all,county_by_farmsize
kentucky,oldham,beef,county_by_farmsize
kentucky,owen,beef,county_by_farmsize
kentucky,owen,milk,county_by_farmsize
kentucky,owsley,beef,county_by_farmsize
kentucky,owsley,other,county_by_farmsize
kentucky,owsley,all,county_by_farmsize
kentucky,pendleton,all,county_by_farmsize
kentucky,pendleton,milk,county_by_farmsize
kentucky,pendleton,other,county_by_farmsize
kentucky,perry,all,county_by_farmsize
kentucky,perry,other,county_by_farmsize
kentucky,perry,beef,county_by_farmsize
kentucky,pike,other,county_by_farmsize
kentucky,pike,beef,county_by_farmsize
kentucky,pike,all,county_by_farmsize
kentucky,powell,other,county_by_farmsize
kentucky,powell,milk,county_by_farmsize
kentucky,powell,beef,county_by_farmsize
kentucky,pulaski,milk,county_by_farmsize
kentucky,pulaski,beef,county_by_farmsize
kentucky,robertson,all,county_by_farmsize
kentucky,robertson,other,county_by_farmsize
kentucky,robertson,milk,county_by_farmsize
kentucky,robertson,beef,county_by_farmsize
kentucky,rockcastle,all,county_by_farmsize
kentucky,rockcastle,milk,county_by_farmsize
kentucky,rockcastle,other,county_by_farmsize
kentucky,rowan,all,county_by_farmsize
kentucky,rowan,other,county_by_farmsize
kentucky,russell,milk,county_by_farmsize
kentucky,russell,beef,county_by_farmsize
kentucky,simpson,other,county_by_farmsize
kentucky,simpson,beef,county_by_farmsize
kentucky,simpson,milk,county_by_farmsize
kentucky,spencer,all,county_by_farmsize
kentucky,spencer,other,county_by_farmsize
kentucky,taylor,other,county_by_farmsize
kentucky,taylor,milk,county_by_farmsize
kentucky,trigg,milk,county_by_farmsize
kentucky,trigg,other,county_by_farmsize
kentucky,union,beef,county_by_farmsize
kentucky,union,milk,county_by_farmsize
kentucky,warren,milk,county_by_farmsize
kentucky,washington,milk,county_by_farmsize
kentucky,wayne,beef,county_by_farmsize
kentucky,wayne,milk,county_by_farmsize
kentucky,wayne,all,county_by_farmsize
kentucky,wayne,other,county_by_farmsize
kentucky,webster,beef,county_by_farmsize
kentucky,webster,all,county_by_farmsize
kentucky,webster,other,county_by_farmsize
kentucky,whitley,milk,county_by_farmsize
kentucky,whitley,other,county_by_farmsize
kentucky,wolfe,all,county_by_farmsize
kentucky,wolfe,milk,county_by_farmsize
kentucky,wolfe,beef,county_by_farmsize
kentucky,woodford,beef,county_by_farmsize
kentucky,woodford,other,county_by_farmsize
kentucky,woodford,all,county_by_farmsize
louisiana,acadia,beef,county_by_farmsize
louisiana,ascension,all,county_by_farmsize
louisiana,ascension,beef,county_by_farmsize
louisiana,assumption,beef,county_by_farmsize
louisiana,assumption,all,county_by_farmsize
louisiana,assumption,other,county_by_farmsize
louisiana,avoyelles,beef,county_by_farmsize
louisiana,beauregard,milk,county_by_farmsize
louisiana,bienville,other,county_by_farmsize
louisiana,bienville,beef,county_by_farmsize
louisiana,bossier,beef,county_by_farmsize
louisiana,bossier,milk,county_by_farmsize
louisiana,calcasieu,beef,county_by_farmsize
louisiana,calcasieu,other,county_by_farmsize
louisiana,calcasieu,milk,county_by_farmsize
louisiana,caldwell,beef,county_by_farmsize
louisiana,catahoula,other,county_by_farmsize
louisiana,claiborne,beef,county_by_farmsize
louisiana,claiborne,other,county_by_farmsize
louisiana,concordia,all,county_by_farmsize
louisiana,concordia,other,county_by_farmsize
louisiana,concordia,beef,county_by_farmsize
louisiana,de soto,other,county_by_farmsize
louisiana,de soto,milk,county_by_farmsize
louisiana,de soto,beef,county_by_farmsize
louisiana,east carroll,beef,county_by_farmsize
louisiana,east carroll,other,county_by_farmsize
louisiana,east carroll,all,county_by_farmsize
louisiana,evangeline,all,county_by_farmsize
louisiana,evangeline,other,county_by_farmsize
louisiana,evangeline,milk,county_by_farmsize
louisiana,evangeline,beef,county_by_farmsize
louisiana,franklin,other,county_by_farmsize
louisiana,franklin,beef,county_by_farmsize
louisiana,franklin,milk,county_by_farmsize
louisiana,grant,beef,county_by_farmsize
louisiana,grant,milk,county_by_farmsize
louisiana,iberia,beef,county_by_farmsize
louisiana,iberia,milk,county_by_farmsize
louisiana,iberville,other,county_by_farmsize
louisiana,iberville,all,county_by_farmsize
louisiana,iberville,beef,county_by_farmsize
louisiana,jackson,beef,county_by_farmsize
louisiana,jackson,other,county_by_farmsize
louisiana,jefferson,beef,county_by_farmsize
louisiana,jefferson,all,county_by_farmsize
louisiana,jefferson,other,county_by_farmsize
louisiana,la salle,beef,county_by_farmsize
louisiana,la salle,other,county_by_farmsize
louisiana,la salle,milk,county_by_farmsize
louisiana,lafourche,beef,county_by_farmsize
louisiana,lafourche,other,county_by_farmsize
louisiana,livingston,beef,county_by_farmsize
louisiana,madison,beef,county_by_farmsize
louisiana,madison,other,county_by_farmsize
louisiana,madison,all,county_by_farmsize
louisiana,morehouse,all,county_by_farmsize
louisiana,morehouse,other,county_by_farmsize
louisiana,morehouse,beef,county_by_farmsize
louisiana,plaquemines,other,county_by_farmsize
louisiana,plaquemines,beef,county_by_farmsize
louisiana,plaquemines,all,county_by_farmsize
louisiana,pointe coupee,other,county_by_farmsize
louisiana,pointe coupee,all,county_by_farmsize
louisiana,rapides,all,county_by_farmsize
louisiana,rapides,beef,county_by_farmsize
louisiana,rapides,other,county_by_farmsize
louisiana,red river,other,county_by_farmsize
louisiana,richland,beef,county_by_farmsize
louisiana,sabine,milk,county_by_farmsize
louisiana,saint bernard,beef,county_by_farmsize
louisiana,saint charles,all,county_by_farmsize
louisiana,saint helena,beef,county_by_farmsize
louisiana,saint helena,milk,county_by_farmsize
louisiana,saint helena,other,county_by_farmsize
louisiana,saint james,beef,county_by_farmsize
louisiana,saint james,all,county_by_farmsize
louisiana,saint james,other,county_by_farmsize
louisiana,saint martin,beef,county_by_farmsize
louisiana,saint martin,other,county_by_farmsize
louisiana,saint mary,other,county_by_farmsize
louisiana,saint mary,all,county_by_farmsize
louisiana,tangipahoa,other,county_by_farmsize
louisiana,tangipahoa,milk,county_by_farmsize
louisiana,tensas,beef,county_by_farmsize
louisiana,terrebonne,all,county_by_farmsize
louisiana,terrebonne,beef,county_by_farmsize
louisiana,terrebonne,other,county_by_farmsize
louisiana,union,other,county_by_farmsize
louisiana,union,beef,county_by_farmsize
louisiana,vermilion,beef,county_by_farmsize
louisiana,vermilion,all,county_by_farmsize
louisiana,vermilion,milk,county_by_farmsize
louisiana,washington,other,county_by_farmsize
louisiana,washington,milk,county_by_farmsize
louisiana,webster,all,county_by_farmsize
louisiana,webster,other,county_by_farmsize
louisiana,west baton rouge,beef,county_by_farmsize
louisiana,west baton rouge,all,county_by_farmsize
louisiana,west baton rouge,other,county_by_farmsize
louisiana,west carroll,other,county_by_farmsize
louisiana,west carroll,milk,county_by_farmsize
louisiana,west carroll,beef,county_by_farmsize
louisiana,west carroll,all,county_by_farmsize
louisiana,west feliciana,other,county_by_farmsize
louisiana,west feliciana,milk,county_by_farmsize
louisiana,west feliciana,beef,county_by_farmsize
louisiana,winn,other,county_by_farmsize
maine,androscoggin,milk,county_by_farmsize
maine,androscoggin,all,county_by_farmsize
maine,aroostook,milk,county_by_farmsize
maine,aroostook,beef,county_by_farmsize
maine,aroostook,all,county_by_farmsize
maine,aroostook,other,county_by_farmsize
maine,cumberland,milk,county_by_farmsize
maine,franklin,beef,county_by_farmsize
maine,hancock,milk,county_by_farmsize
maine,hancock,beef,county_by_farmsize
maine,hancock,other,county_by_farmsize
maine,kennebec,other,county_by_farmsize
maine,kennebec,milk,county_by_farmsize
maine,kennebec,beef,county_by_farmsize
maine,knox,all,county_by_farmsize
maine,lincoln,milk,county_by_farmsize
maine,lincoln,other,county_by_farmsize
maine,lincoln,beef,county_by_farmsize
maine,lincoln,all,county_by_farmsize
maine,oxford,beef,county_by_farmsize
maine,oxford,milk,county_by_farmsize
maine,oxford,other,county_by_farmsize
maine,oxford,all,county_by_farmsize
maine,penobscot,milk,county_by_farmsize
maine,piscataquis,other,county_by_farmsize
maine,piscataquis,beef,county_by_farmsize
maine,piscataquis,all,county_by_farmsize
maine,piscataquis,milk,county_by_farmsize
maine,sagadahoc,milk,county_by_farmsize
maine,sagadahoc,beef,county_by_farmsize
maine,sagadahoc,all,county_by_farmsize
maine,somerset,milk,county_by_farmsize
maine,somerset,beef,county_by_farmsize
maine,somerset,other,county_by_farmsize
maine,waldo,milk,county_by_farmsize
maine,waldo,other,county_by_farmsize
maine,waldo,all,county_by_farmsize
maine,washington,other,county_by_farmsize
maine,washington,all,county_by_farmsize
maine,washington,beef,county_by_farmsize
maine,washington,milk,county_by_farmsize
maine,york,milk,county_by_farmsize
maine,york,other,county_by_farmsize
maine,york,all,county_by_farmsize
maryland,allegany,other,county_by_farmsize
maryland,allegany,beef,county_by_farmsize
maryland,allegany,milk,county_by_farmsize
maryland,anne arundel,other,county_by_farmsize
maryland,anne arundel,beef,county_by_farmsize
maryland,anne arundel,all,county_by_farmsize
maryland,baltimore,milk,county_by_farmsize
maryland,baltimore,other,county_by_farmsize
maryland,baltimore,all,county_by_farmsize
maryland,baltimore,beef,county_by_farmsize
maryland,calvert,milk,county_by_farmsize
maryland,calvert,all,county_by_farmsize
maryland,calvert,beef,county_by_farmsize
maryland,caroline,other,county_by_farmsize
maryland,caroline,all,county_by_farmsize
maryland,caroline,milk,county_by_farmsize
maryland,caroline,beef,county_by_farmsize
maryland,carroll,other,county_by_farmsize
maryland,carroll,milk,county_by_farmsize
maryland,carroll,beef,county_by_farmsize
maryland,cecil,other,county_by_farmsize
maryland,cecil,milk,county_by_farmsize
maryland,cecil,all,county_by_farmsize
maryland,charles,milk,county_by_farmsize
maryland,charles,beef,county_by_farmsize
maryland,charles,other,county_by_farmsize
maryland,charles,all,county_by_farmsize
maryland,dorchester,other,county_by_farmsize
maryland,dorchester,all,county_by_farmsize
maryland,garrett,milk,county_by_farmsize
maryland,garrett,beef,county_by_farmsize
maryland,harford,milk,county_by_farmsize
maryland,harford,all,county_by_farmsize
maryland,howard,all,county_by_farmsize
maryland,howard,milk,county_by_farmsize
maryland,howard,other,county_by_farmsize
maryland,kent,other,county_by_farmsize
maryland,kent,all,county_by_farmsize
maryland,kent,milk,county_by_farmsize
maryland,montgomery,other,county_by_farmsize
maryland,montgomery,all,county_by_farmsize
maryland,montgomery,milk,county_by_farmsize
maryland,prince georges,all,county_by_farmsize
maryland,prince georges,other,county_by_farmsize
maryland,prince georges,beef,county_by_farmsize
maryland,prince georges,milk,county_by_farmsize
maryland,queen annes,beef,county_by_farmsize
maryland,queen annes,milk,county_by_farmsize
maryland,queen annes,all,county_by_farmsize
maryland,queen annes,other,county_by_farmsize
maryland,somerset,other,county_by_farmsize
maryland,somerset,beef,county_by_farmsize
maryland,somerset,all,county_by_farmsize
maryland,st marys,milk,county_by_farmsize
maryland,st marys,beef,county_by_farmsize
maryland,st marys,all,county_by_farmsize
maryland,talbot,beef,county_by_farmsize
maryland,talbot,all,county_by_farmsize
maryland,talbot,milk,county_by_farmsize
maryland,talbot,other,county_by_farmsize
maryland,washington,other,county_by_farmsize
maryland,washington,beef,county_by_farmsize
maryland,washington,milk,county_by_farmsize
maryland,wicomico,all,county_by_farmsize
maryland,wicomico,other,county_by_farmsize
maryland,wicomico,beef,county_by_farmsize
maryland,worcester,milk,county_by_farmsize
maryland,worcester,all,county_by_farmsize
maryland,worcester,beef,county_by_farmsize
massachusetts,barnstable,all,county_by_farmsize
massachusetts,barnstable,milk,county_by_farmsize
massachusetts,barnstable,beef,county_by_farmsize
massachusetts,barnstable,other,county_by_farmsize
massachusetts,berkshire,all,county_by_farmsize
massachusetts,berkshire,other,county_by_farmsize
massachusetts,berkshire,milk,county_by_farmsize
massachusetts,bristol,other,county_by_farmsize
massachusetts,bristol,beef,county_by_farmsize
massachusetts,bristol,milk,county_by_farmsize
massachusetts,dukes,all,county_by_farmsize
massachusetts,dukes,beef,county_by_farmsize
massachusetts,dukes,other,county_by_farmsize
massachusetts,essex,milk,county_by_farmsize
massachusetts,essex,all,county_by_farmsize
massachusetts,franklin,milk,county_by_farmsize
massachusetts,franklin,other,county_by_farmsize
massachusetts,franklin,beef,county_by_farmsize
massachusetts,franklin,all,county_by_farmsize
massachusetts,hampden,milk,county_by_farmsize
massachusetts,hampden,other,county_by_farmsize
massachusetts,hampden,beef,county_by_farmsize
massachusetts,hampden,all,county_by_farmsize
massachusetts,hampshire,beef,county_by_farmsize
massachusetts,hampshire,milk,county_by_farmsize
massachusetts,hampshire,other,county_by_farmsize
massachusetts,hampshire,all,county_by_farmsize
massachusetts,middlesex,milk,county_by_farmsize
massachusetts,middlesex,beef,county_by_farmsize
massachusetts,middlesex,all,county_by_farmsize
massachusetts,middlesex,other,county_by_farmsize
massachusetts,norfolk,milk,county_by_farmsize
massachusetts,norfolk,other,county_by_farmsize
massachusetts,norfolk,beef,county_by_farmsize
massachusetts,plymouth,milk,county_by_farmsize
massachusetts,plymouth,beef,county_by_farmsize
massachusetts,plymouth,all,county_by_farmsize
massachusetts,worcester,milk,county_by_farmsize
massachusetts,worcester,beef,county_by_farmsize
massachusetts,worcester,other,county_by_farmsize
massachusetts,worcester,all,county_by_farmsize
michigan,alcona,other,county_by_farmsize
michigan,alcona,all,county_by_farmsize
michigan,alcona,beef,county_by_farmsize
michigan,alcona,milk,county_by_farmsize
michigan,alger,other,county_by_farmsize
michigan,alger,beef,county_by_farmsize
michigan,alger,milk,county_by_farmsize
michigan,alger,all,county_by_farmsize
michigan,allegan,beef,county_by_farmsize
michigan,alpena,milk,county_by_farmsize
michigan,alpena,other,county_by_farmsize
michigan,antrim,beef,county_by_farmsize
michigan,antrim,all,county_by_farmsize
michigan,antrim,other,county_by_farmsize
michigan,arenac,other,county_by_farmsize
michigan,arenac,beef,county_by_farmsize
michigan,arenac,milk,county_by_farmsize
michigan,baraga,all,county_by_farmsize
michigan,baraga,other,county_by_farmsize
michigan,baraga,beef,county_by_farmsize
michigan,baraga,milk,county_by_farmsize
michigan,barry,milk,county_by_farmsize
michigan,barry,beef,county_by_farmsize
michigan,bay,all,county_by_farmsize
michigan,bay,milk,county_by_farmsize
michigan,bay,other,county_by_farmsize
michigan,bay,beef,county_by_farmsize
michigan,benzie,all,county_by_farmsize
michigan,benzie,other,county_by_farmsize
michigan,benzie,beef,county_by_farmsize
michigan,berrien,all,county_by_farmsize
michigan,berrien,milk,county_by_farmsize
michigan,berrien,beef,county_by_farmsize
michigan,berrien,other,county_by_farmsize
michigan,branch,all,county_by_farmsize
michigan,branch,milk,county_by_farmsize
michigan,calhoun,other,county_by_farmsize
michigan,calhoun,milk,county_by_farmsize
michigan,calhoun,beef,county_by_farmsize
michigan,cass,all,county_by_farmsize
michigan,cass,other,county_by_farmsize
michigan,cass,milk,county_by_farmsize
michigan,cass,beef,county_by_farmsize
michigan,charlevoix,other,county_by_farmsize
michigan,charlevoix,milk,county_by_farmsize
michigan,charlevoix,all,county_by_farmsize
michigan,charlevoix,beef,county_by_farmsize
michigan,cheboygan,all,county_by_farmsize
michigan,cheboygan,milk,county_by_farmsize
michigan,cheboygan,beef,county_by_farmsize
michigan,chippewa,milk,county_by_farmsize
michigan,clare,other,county_by_farmsize
michigan,clare,beef,county_by_farmsize
michigan,clare,milk,county_by_farmsize
michigan,clinton,milk,county_by_farmsize
michigan,crawford,all,county_by_farmsize
michigan,crawford,beef,county_by_farmsize
michigan,crawford,other,county_by_farmsize
michigan,delta,milk,county_by_farmsize
michigan,delta,other,county_by_farmsize
michigan,dickinson,beef,county_by_farmsize
michigan,dickinson,milk,county_by_farmsize
michigan,dickinson,other,county_by_farmsize
michigan,dickinson,all,county_by_farmsize
michigan,eaton,milk,county_by_farmsize
michigan,emmet,milk,county_by_farmsize
michigan,emmet,beef,county_by_farmsize
michigan,emmet,other,county_by_farmsize
michigan,emmet,all,county_by_farmsize
michigan,genesee,other,county_by_farmsize
michigan,genesee,milk,county_by_farmsize
michigan,genesee,beef,county_by_farmsize
michigan,genesee,all,county_by_farmsize
michigan,gladwin,other,county_by_farmsize
michigan,gladwin,milk,county_by_farmsize
michigan,gladwin,beef,county_by_farmsize
michigan,gladwin,all,county_by_farmsize
michigan,gogebic,beef,county_by_farmsize
michigan,gogebic,other,county_by_farmsize
michigan,gogebic,all,county_by_farmsize
michigan,grand traverse,all,county_by_farmsize
michigan,grand traverse,milk,county_by_farmsize
michigan,grand traverse,beef,county_by_farmsize
michigan,grand traverse,other,county_by_farmsize
michigan,gratiot,milk,county_by_farmsize
michigan,gratiot,beef,county_by_farmsize
michigan,hillsdale,milk,county_by_farmsize
michigan,hillsdale,beef,county_by_farmsize
michigan,ingham,milk,county_by_farmsize
michigan,ionia,milk,county_by_farmsize
michigan,iosco,all,county_by_farmsize
michigan,iosco,other,county_by_farmsize
michigan,iosco,milk,county_by_farmsize
michigan,iron,all,county_by_farmsize
michigan,iron,milk,county_by_farmsize
michigan,iron,beef,county_by_farmsize
michigan,iron,other,county_by_farmsize
michigan,isabella,milk,county_by_farmsize
michigan,jackson,milk,county_by_farmsize
michigan,jackson,other,county_by_farmsize
michigan,jackson,beef,county_by_farmsize
michigan,kalamazoo,all,county_by_farmsize
michigan,kalamazoo,beef,county_by_farmsize
michigan,kalamazoo,other,county_by_farmsize
michigan,kalamazoo,milk,county_by_farmsize
michigan,kalkaska,other,county_by_farmsize
michigan,kalkaska,all,county_by_farmsize
michigan,kalkaska,beef,county_by_farmsize
michigan,kalkaska,milk,county_by_farmsize
michigan,kent,milk,county_by_farmsize
michigan,kent,beef,county_by_farmsize
michigan,lake,all,county_by_farmsize
michigan,lake,beef,county_by_farmsize
michigan,lake,other,county_by_farmsize
michigan,lapeer,milk,county_by_farmsize
michigan,lapeer,beef,county_by_farmsize
michigan,leelanau,other,county_by_farmsize
michigan,leelanau,milk,county_by_farmsize
michigan,leelanau,all,county_by_farmsize
michigan,lenawee,milk,county_by_farmsize
michigan,lenawee,beef,county_by_farmsize
michigan,livingston,milk,county_by_farmsize
michigan,livingston,beef,county_by_farmsize
michigan,livingston,other,county_by_farmsize
michigan,luce,milk,county_by_farmsize
michigan,luce,beef,county_by_farmsize
michigan,luce,other,county_by_farmsize
michigan,luce,all,county_by_farmsize
michigan,mackinac,other,county_by_farmsize
michigan,mackinac,all,county_by_farmsize
michigan,mackinac,beef,county_by_farmsize
michigan,mackinac,milk,county_by_farmsize
michigan,macomb,milk,county_by_farmsize
michigan,macomb,all,county_by_farmsize
michigan,macomb,beef,county_by_farmsize
michigan,macomb,other,county_by_farmsize
michigan,manistee,milk,county_by_farmsize
michigan,manistee,other,county_by_farmsize
michigan,manistee,beef,county_by_farmsize
michigan,manistee,all,county_by_farmsize
michigan,marquette,all,county_by_farmsize
michigan,marquette,milk,county_by_farmsize
michigan,marquette,beef,county_by_farmsize
michigan,mason,all,county_by_farmsize
michigan,mason,beef,county_by_farmsize
michigan,mason,milk,county_by_farmsize
michigan,mason,other,county_by_farmsize
michigan,mecosta,beef,county_by_farmsize
michigan,mecosta,milk,county_by_farmsize
michigan,menominee,other,county_by_farmsize
michigan,midland,beef,county_by_farmsize
michigan,midland,other,county_by_farmsize
michigan,midland,all,county_by_farmsize
michigan,midland,milk,county_by_farmsize
michigan,missaukee,beef,county_by_farmsize
michigan,monroe,other,county_by_farmsize
michigan,monroe,beef,county_by_farmsize
michigan,monroe,milk,county_by_farmsize
michigan,monroe,all,county_by_farmsize
michigan,montcalm,beef,county_by_farmsize
michigan,montcalm,milk,county_by_farmsize
michigan,montmorency,other,county_by_farmsize
michigan,montmorency,beef,county_by_farmsize
michigan,montmorency,all,county_by_farmsize
michigan,montmorency,milk,county_by_farmsize
michigan,muskegon,all,county_by_farmsize
michigan,muskegon,milk,county_by_farmsize
michigan,muskegon,other,county_by_farmsize
michigan,newaygo,milk,county_by_farmsize
michigan,newaygo,beef,county_by_farmsize
michigan,oakland,milk,county_by_farmsize
michigan,oakland,other,county_by_farmsize
michigan,oakland,beef,county_by_farmsize
michigan,oakland,all,county_by_farmsize
michigan,oceana,all,county_by_farmsize
michigan,oceana,milk,county_by_farmsize
michigan,oceana,beef,county_by_farmsize
michigan,ogemaw,beef,county_by_farmsize
michigan,ogemaw,other,county_by_farmsize
michigan,ogemaw,milk,county_by_farmsize
michigan,ontonagon,other,county_by_farmsize
michigan,ontonagon,milk,county_by_farmsize
michigan,ontonagon,beef,county_by_farmsize
michigan,osceola,beef,county_by_farmsize
michigan,osceola,milk,county_by_farmsize
michigan,oscoda,milk,county_by_farmsize
michigan,oscoda,beef,county_by_farmsize
michigan,otsego,other,county_by_farmsize
michigan,otsego,beef,county_by_farmsize
michigan,presque isle,other,county_by_farmsize
michigan,presque isle,milk,county_by_farmsize
michigan,presque isle,all,county_by_farmsize
michigan,roscommon,all,county_by_farmsize
michigan,roscommon,beef,county_by_farmsize
michigan,roscommon,other,county_by_farmsize
michigan,saginaw,other,county_by_farmsize
michigan,saginaw,milk,county_by_farmsize
michigan,saginaw,all,county_by_farmsize
michigan,sanilac,milk,county_by_farmsize
michigan,sanilac,beef,county_by_farmsize
michigan,schoolcraft,beef,county_by_farmsize
michigan,schoolcraft,all,county_by_farmsize
michigan,schoolcraft,other,county_by_farmsize
michigan,shiawassee,all,county_by_farmsize
michigan,shiawassee,beef,county_by_farmsize
michigan,shiawassee,milk,county_by_farmsize
michigan,st clair,other,county_by_farmsize
michigan,st clair,milk,county_by_farmsize
michigan,st clair,beef,county_by_farmsize
michigan,st joseph,all,county_by_farmsize
michigan,st joseph,other,county_by_farmsize
michigan,st joseph,milk,county_by_farmsize
michigan,st joseph,beef,county_by_farmsize
michigan,tuscola,milk,county_by_farmsize
michigan,tuscola,beef,county_by_farmsize
michigan,van buren,all,county_by_farmsize
michigan,van buren,milk,county_by_farmsize
michigan,van buren,other,county_by_farmsize
michigan,washtenaw,beef,county_by_farmsize
michigan,washtenaw,milk,county_by_farmsize
michigan,wayne,beef,county_by_farmsize
michigan,wayne,other,county_by_farmsize
michigan,wexford,all,county_by_farmsize
michigan,wexford,other,county_by_farmsize
minnesota,aitkin,beef,county_by_farmsize
minnesota,aitkin,all,county_by_farmsize
minnesota,aitkin,other,county_by_farmsize
minnesota,anoka,beef,county_by_farmsize
minnesota,anoka,all,county_by_farmsize
minnesota,becker,milk,county_by_farmsize
minnesota,beltrami,all,county_by_farmsize
minnesota,beltrami,other,county_by_farmsize
minnesota,beltrami,beef,county_by_farmsize
minnesota,benton,beef,county_by_farmsize
minnesota,big stone,other,county_by_farmsize
minnesota,blue earth,milk,county_by_farmsize
minnesota,blue earth,beef,county_by_farmsize
minnesota,brown,milk,county_by_farmsize
minnesota,brown,beef,county_by_farmsize
minnesota,carlton,beef,county_by_farmsize
minnesota,carlton,milk,county_by_farmsize
minnesota,carver,other,county_by_farmsize
minnesota,carver,milk,county_by_farmsize
minnesota,chippewa,beef,county_by_farmsize
minnesota,chippewa,other,county_by_farmsize
minnesota,chippewa,milk,county_by_farmsize
minnesota,chisago,other,county_by_farmsize
minnesota,chisago,all,county_by_farmsize
minnesota,chisago,milk,county_by_farmsize
minnesota,clay,other,county_by_farmsize
minnesota,clay,milk,county_by_farmsize
minnesota,clay,beef,county_by_farmsize
minnesota,clearwater,milk,county_by_farmsize
minnesota,clearwater,other,county_by_farmsize
minnesota,cook,milk,county_by_farmsize
minnesota,cook,beef,county_by_farmsize
minnesota,cook,all,county_by_farmsize
minnesota,cottonwood,milk,county_by_farmsize
minnesota,crow wing,milk,county_by_farmsize
minnesota,dakota,beef,county_by_farmsize
minnesota,dakota,milk,county_by_farmsize
minnesota,dodge,milk,county_by_farmsize
minnesota,douglas,other,county_by_farmsize
minnesota,douglas,milk,county_by_farmsize
minnesota,douglas,beef,county_by_farmsize
minnesota,faribault,other,county_by_farmsize
minnesota,faribault,beef,county_by_farmsize
minnesota,faribault,milk,county_by_farmsize
minnesota,faribault,all,county_by_farmsize
minnesota,fillmore,milk,county_by_farmsize
minnesota,freeborn,milk,county_by_farmsize
minnesota,freeborn,other,county_by_farmsize
minnesota,freeborn,all,county_by_farmsize
minnesota,freeborn,beef,county_by_farmsize
minnesota,goodhue,beef,county_by_farmsize
minnesota,grant,beef,county_by_farmsize
minnesota,grant,all,county_by_farmsize
minnesota,grant,milk,county_by_farmsize
minnesota,grant,other,county_by_farmsize
minnesota,hennepin,beef,county_by_farmsize
minnesota,hennepin,milk,county_by_farmsize
minnesota,hennepin,other,county_by_farmsize
minnesota,houston,beef,county_by_farmsize
minnesota,hubbard,beef,county_by_farmsize
minnesota,hubbard,milk,county_by_farmsize
minnesota,isanti,other,county_by_farmsize
minnesota,isanti,milk,county_by_farmsize
minnesota,isanti,all,county_by_farmsize
minnesota,itasca,beef,county_by_farmsize
minnesota,itasca,other,county_by_farmsize
minnesota,jackson,other,county_by_farmsize
minnesota,jackson,milk,county_by_farmsize
minnesota,jackson,beef,county_by_farmsize
minnesota,kanabec,all,county_by_farmsize
minnesota,kanabec,milk,county_by_farmsize
minnesota,kanabec,other,county_by_farmsize
minnesota,kanabec,beef,county_by_farmsize
minnesota,kandiyohi,milk,county_by_farmsize
minnesota,kittson,beef,county_by_farmsize
minnesota,koochiching,other,county_by_farmsize
minnesota,koochiching,all,county_by_farmsize
minnesota,koochiching,milk,county_by_farmsize
minnesota,koochiching,beef,county_by_farmsize
minnesota,lac qui parle,other,county_by_farmsize
minnesota,lac qui parle,milk,county_by_farmsize
minnesota,lac qui parle,beef,county_by_farmsize
